date,number_days,region,number_blackout_consumers,number_blackout_settlements,number_restored_consumers,number_restored_settlements,notes,link
2022-07-11,1,Запорізька,38161,,300,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-113
2022-07-11,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=105715
2022-07-12,1,Донецька,,320,17938,,,https://www.dtek-dem.com.ua/ua/news/dtek-vidnoviv-svitlo-dlya-mayzhe-18-tisyach-rodin-u-doneckiy-oblasti
2022-07-12,1,Запорізька,21688,,16462,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-114
2022-07-12,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=105749
2022-07-13,1,Донецька,,333,1734,,,https://www.dtek-dem.com.ua/ua/news/dtek-povernuv-elektropostachannya-u-domivki-1-7-tisyachi-rodin-znestrumlenih-cherez-obstrili
2022-07-13,1,Запорізька,21360,,3500,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-115
2022-07-13,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=105777
2022-07-13,1,Одеська,,,520,,,https://www.dtek-oem.com.ua/ua/news/dtek-likviduvav-naslidki-raketnih-obstriliv-na-odeshchini-520-rodin-znovu-zi-svitlom
2022-07-14,1,Донецька,,329,18797,,,https://www.dtek-dem.com.ua/ua/news/dtek-vidnovlyuye-elektrozhivlennya-domivki-18-7-tisyachi-rodin-u-19-naselenih-punktah-donechchini-znovu-zi-svitlom
2022-07-14,1,Запорізька,21216,,144,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-116
2022-07-14,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=105799
2022-07-15,1,Донецька,,332,17164,,,https://www.dtek-dem.com.ua/ua/news/znovu-zi-svitlom-17-tisyach-rodin-dtek-vidnoviv-elektropostachannya-18-naselenih-punktiv-donechchini
2022-07-15,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=105818
2022-07-16,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=105848
2022-07-16,1,Харківська,,,3111,,,https://www.oblenergo.kharkov.ua/media_centre/news/%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%B5%D1%82%D0%B8%D0%BA%D0%B8-%D0%B2%D1%96%D0%B4%D0%BD%D0%BE%D0%B2%D0%BB%D1%8E%D1%8E%D1%82%D1%8C-%D0%B5%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%BF%D1%96%D1%81%D0%BB%D1%8F-%D1%80%D0%B0%D0%BA%D0%B5%D1%82%D0%BD%D0%BE%D0%B3%D0%BE-%D0%BE%D0%B1%D1%81%D1%82%D1%80%D1%96%D0%BB%D1%83-%D1%87%D1%83%D0%B3%D1%83%D1%94%D0%B2%D0%B0
2022-07-17,7,Дніпропетровська,,,4500,,11.07-17.07,https://www.dtek-dnem.com.ua/ua/news/za-tizhden-energetiki-dtek-vidnovili-elektropostachannya-dlya-4-5-tisyachi-rodin-dnipropetrovshchini-kotri-buli-bez-svitla-cherez-obstrili
2022-07-17,7,Донецька,,326,88642,,11.07-17.07,https://www.dtek-dem.com.ua/ua/news/za-tizhden-fahivcyam-dtek-vdalosya-vidnoviti-svitlo-dlya-ponad-88-tisyach-rodin-na-donechchini
2022-07-17,1,Миколаївська,,95,,,,https://www.mk.gov.ua/ua/news/?id=105856
2022-07-18,7,Донецька,,,58504,,18.07-24.07,https://www.dtek-dem.com.ua/ua/news/dtek-povertaye-svitlo-za-tizhden-energetiki-vidnovili-elektropostachannya-dlya-58-tisyach-rodin-na-donechchini
2022-07-18,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=105874
2022-07-19,1,Запорізька,17988,,10544,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-121
2022-07-19,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=106384
2022-07-19,1,Одеська,,,1972,,,https://www.dtek-oem.com.ua/ua/news/dvi-tisyachi-rodin-znovu-zi-svitlom-dtek-likviduvav-naslidki-obstriliv-v-odeskiy-oblasti
2022-07-20,1,Запорізька,17717,,298,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-122
2022-07-20,1,Миколаївська,,92,,,,https://www.mk.gov.ua/ua/news/?id=106370
2022-07-20,1,Харківська,,,2300,,,https://www.oblenergo.kharkov.ua/media_centre/news/%D1%83-%D0%B4%D0%B5%D1%80%D0%B3%D0%B0%D1%87%D0%B0%D1%85-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%B5%D1%82%D0%B8%D0%BA%D0%B8-%D0%B2%D1%96%D0%B4%D0%BD%D0%BE%D0%B2%D0%B8%D0%BB%D0%B8-%D0%B5%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%BF%D1%96%D1%81%D0%BB%D1%8F-%D0%BD%D1%96%D1%87%D0%BD%D0%BE%D0%B3%D0%BE-%D0%BE%D0%B1%D1%81%D1%82%D1%80%D1%96%D0%BB%D1%83
2022-07-21,1,Запорізька,17691,,26,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-123
2022-07-21,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=106362
2022-07-22,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=106348
2022-07-23,1,Запорізька,17716,,252,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-124
2022-07-23,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=106338
2022-07-24,7,Дніпропетровська,,,6000,,18.07-24.07,https://www.dtek-dnem.com.ua/ua/news/za-tizhden-energetiki-dtek-vidnovili-elektropostachannya-dlya-6-tisyach-rodin-dnipropetrovshchini-kotri-buli-bez-svitla-cherez-obstrili
2022-07-24,1,Запорізька,17690,,26,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-125
2022-07-24,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=106216
2022-07-25,1,Дніпропетровська,,,1031,,,https://www.dtek-dnem.com.ua/ua/news/za-dobu-energetiki-dtek-povernuli-elektropostachannya-u-tisyachu-osel-dnipropetrovshchini-znestrumlenih-cherez-obstrili
2022-07-25,1,Запорізька,17691,,4160,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-126
2022-07-25,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=106204
2022-07-26,1,Донецька,,321,9286,,,https://www.dtek-dem.com.ua/ua/news/dtek-prodovzhuye-vidnovlennya-na-donechchini-znovu-zi-svitlom-9-2-tisyachi-domogospodarstv
2022-07-26,1,Запорізька,17520,,470,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-127
2022-07-26,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=106184
2022-07-27,1,Донецька,,364,5362,,,https://www.dtek-dem.com.ua/ua/news/dtek-povernuv-svitlo-5-3-tisyachi-rodin-u-doneckiy-oblasti-znestrumlenim-cherez-obstrili
2022-07-27,1,Запорізька,17368,,11145,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-128
2022-07-27,1,Миколаївська,,106,,,,https://www.mk.gov.ua/ua/news/?id=106172
2022-07-27,1,Одеська,,,801,,,https://www.dtek-oem.com.ua/ua/news/dtek-povernuv-svitlo-ponad-800-rodinam-v-odeskiy-oblasti-shcho-naperedodni-buli-znestrumleni-cherez-raketni-obstrili
2022-07-28,1,Донецька,,334,58433,,,https://www.dtek-dem.com.ua/ua/news/za-dobu-dtek-vidnoviv-elektropostachannya-58-4-tisyachi-domogospodarstv-na-donechchini
2022-07-28,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=106121
2022-07-29,1,Донецька,,341,25143,,,https://www.dtek-dem.com.ua/ua/news/znovu-zi-svitlom-dtek-vidnoviv-elektrozhivlennya-25-1-tisyachi-rodin-u-doneckiy-oblasti
2022-07-30,1,Донецька,,339,44787,,,https://www.dtek-dem.com.ua/ua/news/dtek-povernuv-elektropostachannya-u-44-7-tisyachi-domogospodarstv-za-dobu
2022-07-30,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=106097
2022-07-31,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=106107
2022-07-31,1,Чернігівська,218,,,,,https:/dcz.cg.gov.ua/index.php?id=458791
2022-08-01,1,Миколаївська,,98,,,,https://www.mk.gov.ua/ua/news/?id=106128
2022-08-02,1,Запорізька,17737,,,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-131
2022-08-02,1,Миколаївська,,93,,,,https://www.mk.gov.ua/ua/news/?id=106225
2022-08-03,1,Запорізька,17123,,615,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-132
2022-08-03,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=106240
2022-08-03,1,Харківська,,,300,,,https://www.oblenergo.kharkov.ua/media_centre/news/%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%B5%D1%82%D0%B8%D0%BA%D0%B8-%D0%B2%D1%96%D0%B4%D0%BD%D0%BE%D0%B2%D0%B8%D0%BB%D0%B8-%D0%B5%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%BF%D1%96%D1%81%D0%BB%D1%8F-%D1%80%D0%B0%D0%BA%D0%B5%D1%82%D0%BD%D0%BE%D0%B3%D0%BE-%D0%BE%D0%B1%D1%81%D1%82%D1%80%D1%96%D0%BB%D1%83-%D1%85%D0%B0%D1%80%D0%BA%D0%BE%D0%B2%D0%B0
2022-08-04,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=106305
2022-08-05,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=106287
2022-08-06,1,Запорізька,17742,,6346,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-134
2022-08-06,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=106274
2022-08-07,7,Дніпропетровська,,,14000,,31.07-07.08,https://www.dtek-dnem.com.ua/ua/news/za-tizhden-energetiki-dtek-vidnovili-elektropostachannya-dlya-14-tisyach-rodin-dnipropetrovshchini-kotri-buli-bez-svitla-cherez-obstrili
2022-08-07,7,Донецька,,,81000,,01.07-07.08,https://www.dtek-dem.com.ua/ua/news/za-tizhden-dtek-vidnoviv-elektropostachannya-ponad-81-tisyachi-rodin-na-donechchini
2022-08-07,1,Запорізька,17055,,390,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-135
2022-08-07,1,Миколаївська,,91,,,,https://www.mk.gov.ua/ua/news/?id=106259
2022-08-08,1,Дніпропетровська,,,7204,,,https://www.dtek-dnem.com.ua/ua/news/za-dobu-energetiki-dtek-povernuli-elektropostachannya-u-ponad-7-tisyach-osel-dnipropetrovshchini-znestrumlenih-cherez-obstrili
2022-08-08,1,Донецька,,,5434,18,,https://www.dtek-dem.com.ua/ua/news/protyagom-dobi-dtek-povernuv-svitlo-v-oseli-ponad-5-tisyach-rodin-u-doneckiy-oblasti
2022-08-08,1,Запорізька,18368,,2864,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-136
2022-08-08,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=106059
2022-08-08,1,Харківська,,,2000,,,https://www.oblenergo.kharkov.ua/media_centre/news/%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%B5%D1%82%D0%B8%D0%BA%D0%B8-%D0%B2%D1%96%D0%B4%D0%BD%D0%BE%D0%B2%D0%B8%D0%BB%D0%B8-%D0%B5%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%BF%D1%96%D1%81%D0%BB%D1%8F-%D0%BE%D0%B1%D1%81%D1%82%D1%80%D1%96%D0%BB%D1%83-%D0%B5%D1%81%D1%85%D0%B0%D1%80%D0%B0
2022-08-09,1,Запорізька,26892,,1370,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-137
2022-08-09,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=106323
2022-08-10,1,Дніпропетровська,393,,3384,,,https://www.dtek-dnem.com.ua/ua/news/protyagom-dobi-energetiki-dtek-povernuli-elektropostachannya-u-ponad-3-tisyachi-osel-dnipropetrovshchini-znestrumlenih-cherez-obstrili
2022-08-10,1,Донецька,,92,15390,,,https://www.dtek-dem.com.ua/ua/news/za-dobu-dtek-zmig-vidnoviti-elektrozhivlennya-ponad-15-tisyach-rodin-v-doneckiy-oblasti
2022-08-10,1,Запорізька,17055,,12500,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-138
2022-08-10,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=106402
2022-08-11,1,Донецька,,92,4078,,,https://www.dtek-dem.com.ua/ua/news/za-dobu-dtek-povernuv-svitlo-v-oseli-4-tisyach-rodin-u-doneckiy-oblasti
2022-08-11,1,Запорізька,17020,,1500,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-139
2022-08-11,1,Миколаївська,,90,,,,https://www.mk.gov.ua/ua/news/?id=106433
2022-08-11,1,Чернігівська,315,2,,,,https:/dcz.cg.gov.ua/index.php?id=459401
2022-08-12,1,Донецька,,95,5107,,,https://www.dtek-dem.com.ua/ua/news/za-dobu-dtek-povernuv-svitlo-v-oseli-ponad-5-tisyach-rodin-u-doneckiy-oblasti
2022-08-12,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=106469
2022-08-12,1,Харківська,,,400,,,https://www.oblenergo.kharkov.ua/media_centre/news/%D1%83-%D0%BD%D0%BE%D0%B2%D0%BE%D0%B1%D0%B0%D0%B2%D0%B0%D1%80%D1%81%D1%8C%D0%BA%D0%BE%D0%BC%D1%83-%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%D1%96-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%B5%D1%82%D0%B8%D0%BA%D0%B8-%D0%BF%D0%BE%D0%B2%D0%B5%D1%80%D0%BD%D1%83%D0%BB%D0%B8-%D1%81%D0%B2%D1%96%D1%82%D0%BB%D0%BE-%D0%BF%D1%96%D1%81%D0%BB%D1%8F-%D0%BD%D1%96%D1%87%D0%BD%D0%BE%D0%B3%D0%BE-%D0%BE%D0%B1%D1%81%D1%82%D1%80%D1%96%D0%BB%D1%83
2022-08-13,1,Донецька,,95,6975,13,,https://www.dtek-dem.com.ua/ua/news/protyagom-dobi-dtek-povernuv-svitlo-v-oseli-7-tisyach-rodin-u-doneckiy-oblasti
2022-08-13,1,Миколаївська,,90,,,,https://www.mk.gov.ua/ua/news/?id=106490
2022-08-14,1,Запорізька,33626,,579,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-140
2022-08-14,1,Миколаївська,,90,,,,https://www.mk.gov.ua/ua/news/?id=106501
2022-08-15,1,Дніпропетровська,1355,,3355,,,https://www.dtek-dnem.com.ua/ua/news/energetiki-dtek-za-dobu-povernuli-elektropostachannya-u-ponad-3-tisyachi-osel-dnipropetrovshchini-znestrumlenih-cherez-obstrili
2022-08-15,1,Донецька,,106,11863,,,https://www.dtek-dem.com.ua/ua/news/dtek-prodovzhuye-vidnovlyuvati-merezhi-znovu-zi-svitlom-mayzhe-12-tisyach-domogospodarstv-u-doneckiy-oblasti
2022-08-15,1,Запорізька,21218,,16610,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-141
2022-08-15,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=106515
2022-08-16,1,Дніпропетровська,2410,,4691,,,https://www.dtek-dnem.com.ua/ua/news/energetiki-dtek-za-dobu-povernuli-elektropostachannya-do-osel-4700-rodin-dnipropetrovshchini-znestrumlenih-cherez-obstrili
2022-08-16,1,Донецька,,110,6725,,,https://www.dtek-dem.com.ua/ua/news/energetiki-dtek-povernuli-svitlo-mayzhe-7-tisyacham-rodin-u-12-naselenih-punktah-na-donechchini
2022-08-16,1,Миколаївська,,90,,,,https://www.mk.gov.ua/ua/news/?id=106539
2022-08-17,1,Дніпропетровська,,,2917,,,https://www.dtek-dnem.com.ua/ua/news/energetiki-dtek-povernuli-svitlo-v-mayzhe-3-tisyachi-osel-nikopolskogo-rayonu-pislya-vchorashnih-obstriliv
2022-08-17,1,Донецька,,93,9139,,,https://www.dtek-dem.com.ua/ua/news/znovu-zi-svitlom-ponad-9-tisyach-rodin-dtek-vidnoviv-elektropostachannya-u-32-naselenih-punktah-donechchini
2022-08-17,1,Запорізька,23457,,9878,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-142
2022-08-17,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=106559
2022-08-18,1,Донецька,,85,3639,16,,https://www.dtek-dem.com.ua/ua/news/popri-obstrili-dtek-zmig-vidnoviti-elektropostachannya-mayzhe-4-tisyach-kliyentiv-za-dobu
2022-08-18,1,Запорізька,22029,,1400,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-143
2022-08-18,1,Миколаївська,,91,,,,https://www.mk.gov.ua/ua/news/?id=106586
2022-08-19,1,Донецька,,85,6480,,,https://www.dtek-dem.com.ua/ua/news/dtek-za-dobu-povernuv-svitlo-6-5-tisyachi-rodin-donechchini
2022-08-19,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=106610
2022-08-20,1,Донецька,,84,6755,,,https://www.dtek-dem.com.ua/ua/news/za-dobu-fahivci-dtek-vidnovili-elektropostachannya-5-naselenih-punktiv-donechchini
2022-08-20,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=106629
2022-08-21,1,Запорізька,24222,,5859,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-144
2022-08-21,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=106646
2022-08-22,1,Дніпропетровська,664,,4184,,,https://www.dtek-dnem.com.ua/ua/news/za-dobu-energetiki-dtek-povernuli-elektropostachannya-u-ponad-4-tisyachi-osel-dnipropetrovshchini-znestrumlenih-cherez-obstrili
2022-08-22,1,Донецька,,83,7225,,,https://www.dtek-dem.com.ua/ua/news/dtek-prodovzhuye-vidnovlyuvati-svitlo-znovu-z-elektropostachannyam-ponad-7-tisyach-rodin-na-donechchini
2022-08-22,1,Запорізька,18246,,16000,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-145
