date,number_days,region,number_blackout_consumers,number_blackout_settlements,number_restored_consumers,number_restored_settlements,notes,link
2023-07-14,1,Чернігівська,,8,,,,https://www.facebook.com/npcukrenergo/posts/pfbid0E48C69fwpyLcda6GFRmteZGoX1fVchxyXi8jv8CDeqv7zBXqfNJP6Z3MihGuSuXEl?__cft__[0]=AZWz-VjEz9j29Zg_x43Wl8bgAclY_9n2kla39Da_9WM1WyaiA5Qf2kkMMsZmA535DOKudDd9nOKst8YsnYKVcTOKFespTO2nXb_oFIHJ07znk2L2R0P5z8zEpctwEaYeNfWwKrx0xAqR5nC9a8aMxVEDozD1Otr_WgM-_afM_j04Qy1ujFogjcgW5YaqIDi8U-8&__tn__=%2CO%2CP-R
2023-07-15,2,Донецька,,,16318,,14.07-15.07,https://www.dtek-dem.com.ua/ua/news/za-dvi-dobi-dtek-donecki-elektromerezhi-vidnoviv-svitlo-dlya-ponad-16-tisyach-rodin-na-donechchini
2023-07-15,1,Донецька,,115,,,,https://www.dtek-dem.com.ua/ua/news/za-dvi-dobi-dtek-donecki-elektromerezhi-vidnoviv-svitlo-dlya-ponad-16-tisyach-rodin-na-donechchini
2023-07-16,7,Донецька,,,63491,,10.07-16.07,https://www.dtek-dem.com.ua/ua/news/dtek-donecki-elektromerezhi-vdalosya-vidnoviti-elektriku-dlya-ponad-63-tisyach-rodin-u-87-naselenih-punktah-za-tizhden
2023-07-16,3,Запорізька,41572,,41572,,,https://www.zoe.com.ua/news/%d0%bf%d1%80%d0%be%d1%82%d1%8f%d0%b3%d0%be%d0%bc-14-16-%d0%bb%d0%b8%d0%bf%d0%bd%d1%8f-%d1%84%d0%b0%d1%85%d1%96%d0%b2%d1%86%d1%96-%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b6%d0%b6%d1%8f%d0%be/
2023-07-17,1,Запорізька,25921,,171,,,https://www.zoe.com.ua/news/%d0%b7%d0%b0-%d0%bc%d0%b8%d0%bd%d1%83%d0%bb%d1%83-%d0%b4%d0%be%d0%b1%d1%83-%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b7%d1%8c%d0%ba%d1%96-%d0%b5%d0%bd%d0%b5%d1%80%d0%b3%d0%b5%d1%82%d0%b8%d0%ba%d0%b8/
2023-07-17,1,Харківська,,,70,,,https://kharkivoda.gov.ua/news/121933
2023-07-18,2,Донецька,,,33144,,17.07-18.07,https://www.dtek-dem.com.ua/ua/news/v-47-naselenih-punktah-znestrumlenih-cherez-obstrili-vidnoviv-elektropostachannya-dtek-donecki-elektromerezhi-za-dvi-dobi
2023-07-19,1,Запорізька,25921,,,,,https://www.zoe.com.ua/news/%d1%81%d1%82%d0%b0%d0%bd-%d0%b5%d0%bd%d0%b5%d1%80%d0%b3%d0%be%d0%bf%d0%be%d1%81%d1%82%d0%b0%d1%87%d0%b0%d0%bd%d0%bd%d1%8f-%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b7%d1%8c%d0%ba%d0%be%d1%97-%d0%be-321/
2023-07-19,1,Одеська,,,3000,,,https://www.facebook.com/dtekoem/posts/pfbid0cG3FWDG86FZWssLacRtX9ot4yJRQxTaG5vHVbxRdUusyPNMLcwacXDvySdqqkJ9hl?__cft__[0]=AZU9B_QJ6AZEVQe8KtXG7QxnkFWG3i_7eBxQ-hGE_gJteVlY--5yMpsmSUmXNMuzq71bGQ3H1b_e7hTxKMVXH1ZhRR-xAI3ddnO2_1dU7uqtXpGFi5XbZbxbtKHz5DOyn6QbY9UXmllpjkg35QvVpJF5Swdod2_Y8ooEIy_AbTQv-hSUVeCiHzTwA3_8OaY2hbI&__tn__=%2CO%2CP-R
2023-07-20,2,Донецька,,,8428,,19.07-20.07,https://www.dtek-dem.com.ua/ua/news/shche-dlya-ponad-8-tisyach-rodin-dtek-donecki-elektromerezhi-povernuv-svitlo-za-dvi-dobi
2023-07-20,1,Донецька,,105,,,,https://www.dtek-dem.com.ua/ua/news/shche-dlya-ponad-8-tisyach-rodin-dtek-donecki-elektromerezhi-povernuv-svitlo-za-dvi-dobi
2023-07-20,1,Запорізька,25921,,,,,https://www.zoe.com.ua/news/%d0%bd%d0%b5%d1%81%d0%bf%d0%be%d0%ba%d1%96%d0%b9%d0%bd%d0%be%d1%8e-%d0%b1%d1%83%d0%bb%d0%b0-%d0%bc%d0%b8%d0%bd%d1%83%d0%bb%d0%b0-%d0%b4%d0%be%d0%b1%d0%b0-%d0%b4%d0%bb%d1%8f-%d0%bf%d1%80%d0%b8%d1%84/
2023-07-21,1,Донецька,,115,3391,,,https://www.dtek-dem.com.ua/ua/news/dtek-donecki-elektromerezhi-povernuv-svitlo-mayzhe-4-tisyac-ham-rodin-za-dobu
2023-07-21,1,Запорізька,25944,,,,,https://www.zoe.com.ua/news/%d0%bd%d0%b5%d1%81%d0%bf%d0%be%d0%ba%d1%96%d0%b9%d0%bd%d0%be%d1%8e-%d0%b1%d1%83%d0%bb%d0%b0-%d0%bc%d0%b8%d0%bd%d1%83%d0%bb%d0%b0-%d0%b4%d0%be%d0%b1%d0%b0-%d0%b4%d0%bb%d1%8f-%d0%bf%d1%80%d0%b8%d1%84/
2023-07-21,1,Херсонська,,,800,,,https://www.facebook.com/minenergoUkraine/posts/pfbid0BnCh9D515ADL4oHwzEqdKgyyM1VpuGqNpebbNA317ds3MgmbXDUqkLqn4fCkkg2Yl?__cft__[0]=AZW83WQXIzRdXNyCLEoCE7_WbNQC22wXeB6X_e7OwD4AWd6iGnGzuqxN1VzfehO0yZ3iqkIW4wQSW6mWqI95NtAvFLWzRK4ERpVoExftHCxMYiFswgnRYJx9Zc-6qSy8s2igWS_sbspyuXqmRpG6I60fO96sVp6qqj1cgj3qGmxT2uI2sdL9ZxRW7Cz0MY-7PW4&__tn__=%2CO%2CP-R
2023-07-23,7,Дніпропетровська,,,6200,,17.07-23.07,https://www.dtek-dnem.com.ua/ua/news/za-tizhden-energetiki-dtek-vidnovili-elektropostachannya-dlya-6-2-tisyachi-rodin-dnipropetrovshchini
2023-07-23,1,Дніпропетровська,,,1500,,,https://www.dtek-dnem.com.ua/ua/news/za-tizhden-energetiki-dtek-vidnovili-elektropostachannya-dlya-6-2-tisyachi-rodin-dnipropetrovshchini
2023-07-23,7,Донецька,,,69173,,17.07-23.07,https://www.dtek-dem.com.ua/ua/news/za-tizhden-dtek-donecki-elektromerezhi-vdalosya-vidnoviti-svitlo-u-96-naselenih-punktah-postrazhdalih-cherez-obstrili
2023-07-23,1,Донецька,,118,,,,https://www.dtek-dem.com.ua/ua/news/za-tizhden-dtek-donecki-elektromerezhi-vdalosya-vidnoviti-svitlo-u-96-naselenih-punktah-postrazhdalih-cherez-obstrili
2023-07-23,1,Запорізька,26072,,,,,https://www.zoe.com.ua/news/%d1%81%d1%82%d0%b0%d0%bd-%d0%b5%d0%bd%d0%b5%d1%80%d0%b3%d0%be%d0%bf%d0%be%d1%81%d1%82%d0%b0%d1%87%d0%b0%d0%bd%d0%bd%d1%8f-%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b7%d1%8c%d0%ba%d0%be%d1%97-%d0%be-323/
2023-07-24,1,Запорізька,26060,,,,,https://www.zoe.com.ua/news/%d0%bf%d1%96%d0%b4-%d0%b2%d0%be%d1%80%d0%be%d0%b6%d0%b8%d0%bc-%d0%b2%d0%be%d0%b3%d0%bd%d0%b5%d0%bc-%d0%b7%d0%bd%d0%be%d0%b2%d1%83-%d0%be%d0%bf%d0%b8%d0%bd%d0%b8%d0%bb%d0%b8%d1%81%d1%8f-%d0%b5%d0%bb/
2023-07-24,2,Одеська,,,1000,,23.07-24.07,https://www.facebook.com/dtekoem/posts/pfbid0vnzqvxEakQMkeUtMXRHEdAnr2kMZgmKrfv6wL9CnG21UA1LpZ5eHGStLBeLLZ4Gsl?__cft__[0]=AZUa-_airYK1_HntssFxiuOfcyFY6dWmawEE62qc9AIIWbxFzVMhKjYovc7QwDFI6RRtO3AKqOf9j7xvTxJWJrU4eXaTMAAowMIl4qtOh4KG4GpESEBDC8iHMHQs-4De3hrTdxrmEq4hxyK5KxwdQ14BWsQSKtOkx1NzmOhKRdom9BQuhGKZFUtTcJvPu51w2jw&__tn__=%2CO%2CP-R
2023-07-24,1,Херсонська,,,150,,,https://www.facebook.com/minenergoUkraine/posts/pfbid02qqStyLkvkxBacUeUxxX74JGZJqu287JnS5VHEuRAoftyF8Um1YzrrsWJJffn7cUil?__cft__[0]=AZXmxLC5jJkktT96vU7y6egnRlYsiqjm9jLzBiXM2B65_urRhSnJFV8W7iB2nEsUIY3-SS0e9OcprJeOvn8nUafhsCCowyRpy1Bf4TpU2iOZ_PPwcphzKUxMDScl00jMY993kxoTPKZfnnQuNARIdnnd6Z-WPVvNGhxs6mlTsf5rqc5k6ueT4kvT0mLuC6prUss&__tn__=%2CO%2CP-R
2023-07-25,2,Донецька,,114,13595,,,https://www.dtek-dem.com.ua/ua/news/za-dvi-dobi-dtek-donecki-elektromerezhi-vidnoviv-elektriku-dlya-ponad-13-tisyach-rodin-na-donechchini
2023-07-25,1,Запорізька,26123,,,,,https://www.zoe.com.ua/news/%d0%bf%d1%80%d0%be%d1%82%d1%8f%d0%b3%d0%be%d0%bc-%d0%bc%d0%b8%d0%bd%d1%83%d0%bb%d0%be%d1%97-%d0%b4%d0%be%d0%b1%d0%b8-%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b7%d1%8c%d0%ba%d1%96-%d0%b5%d0%bd%d0%b5/
2023-07-25,1,Херсонська,,,100,,,https://www.facebook.com/minenergoUkraine/posts/pfbid0uF1VwByPcVdBkcN3vGKGU8mfsF1VYAysf4mwWbkwymwna5VwyknypSj7b8qx1G3ql?__cft__[0]=AZUNfN3t6lYd9HIb493l21tS0n-4YtbHnbKxWwN3B7vlnRUuMQZCBGTx_WBms_4CQ_4xoj8ZaE-Xy4x6bGuXlnp1YxPiZBffBxJ6QdGYXXKKb8BvIWMhtlFRuiw2eP0NCeRj-p6DY2Z9tdfkegSgwvMb-7oVRRd4-gokTcK_cjDsh9FudRGnnkePOJhj9OKKQ78&__tn__=%2CO%2CP-R
2023-07-26,1,Запорізька,,,,,,https://www.zoe.com.ua/news/%d1%81%d1%82%d0%b0%d0%bd-%d0%b5%d0%bd%d0%b5%d1%80%d0%b3%d0%be%d0%bf%d0%be%d1%81%d1%82%d0%b0%d1%87%d0%b0%d0%bd%d0%bd%d1%8f-%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b7%d1%8c%d0%ba%d0%be%d1%97-%d0%be-324/
2023-07-27,2,Донецька,,,32520,,26.07-27.07,https://www.dtek-dem.com.ua/ua/news/shche-dlya-ponad-32-tisyach-domogospodarstv-povernuv-svitlo-dtek-donecki-elektromerezhi-za-2-dobi
2023-07-27,1,Запорізька,,,90,,,https://www.zoe.com.ua/news/27-%d0%bb%d0%b8%d0%bf%d0%bd%d1%8f-%d0%bf%d0%b0%d1%82-%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b6%d0%b6%d1%8f%d0%be%d0%b1%d0%bb%d0%b5%d0%bd%d0%b5%d1%80%d0%b3%d0%be-%d0%b2%d1%96%d0%b4%d0%bd/
2023-07-27,1,Харківська,,,,1,,https://www.facebook.com/kharkivoblenergo/posts/pfbid021hiKFfE3QUR9ta5Ca59to3tdJkrzjBzh5hwPKDswJnYBDjcx9v2KvmjXhL9jHc9Yl?__cft__[0]=AZX3pTAnmKpKtW8S-dSiBlahL1mFEGT0qDx5M5JARiqhRWKlHrzBl63JzvOuRR_CU7h3xpHQvCfdnw9LzLYrh3pYK5k8cu8ndTB1czlkBavqo_MRukMVQj7N9cKxy717av_X4GD6-b77p2AlA5dhzRc-wLME251L8FtSBtcygOrddztQMPvWDIrZCcd9LPyPCmM&__tn__=%2CO%2CP-R
2023-07-27,1,Херсонська,11400,,100,,,https://www.facebook.com/minenergoUkraine/posts/pfbid0LK2v4jQwMebuRTEHM2dWyThTZxMgz5GLUmbh9USSj8LMjuhaQMZhpgywHnkhxdUUl?__cft__[0]=AZWLhxtSvuCqtn14keITCmry7MUXX2QP3g4EE4VShsNJEeQMOvvNxlOxOCSDqswHgxhoZH7xmxYaTG3kakTFWimdUmktyk1fKqBkiQOJPlEXiCJheJsICqcKyUSo4-07RqdXXp9lPKnbwD0KPBAayTIqSFuw2pznclWuCGoTs-7wi_WOrCWdP00ORfwIY3slOpI&__tn__=%2CO%2CP-R
2023-07-28,1,Донецька,,111,1842,,,https://www.dtek-dem.com.ua/ua/news/za-dobu-dtek-donecki-elektromerezhi-povernuv-svitlo-do-6-naselenih-punktiv
2023-07-29,1,Донецька,,108,2721,,,https://www.dtek-dem.com.ua/ua/news/za-dobu-dtek-donecki-elektromerezhi-povernuv-svitlo-do-5-naselenih-punktiv
2023-07-30,7,Дніпропетровська,,,1000,,24.07-30.07,https://www.dtek-dnem.com.ua/ua/news/energetiki-dtek-vidnovili-elektropostachannya-dlya-ponad-9-5-tisyach-rodin-dnipropetrovshchini
2023-07-30,7,Донецька,,,,,24.07-30.07,https://www.dtek-dem.com.ua/ua/news/dtek-donecki-elektromerezhi-vdalosya-vidnoviti-elektriku-dlya-52-tisyach-rodin-u-59-naselenih-punktah-za-tizhden
2023-07-30,1,Запорізька,26031,,114,,,https://www.zoe.com.ua/news/%d0%bf%d0%be%d0%bd%d0%b0%d0%b4-367-%d1%82%d0%b8%d1%81%d1%8f%d1%87-%d1%81%d0%bf%d0%be%d0%b6%d0%b8%d0%b2%d0%b0%d1%87%d1%96%d0%b2-%d0%b7%d0%b0%d0%b6%d0%b8%d0%b2%d0%b8%d0%bb%d0%b8-%d0%b7%d0%b0%d0%bf/
2023-07-31,31,Дніпропетровська,,,17700,,01.07-31.07,https://www.dtek-dnem.com.ua/ua/news/dtek-povertaye-svitlo-protyagom-lipnya-energetiki-vidnovili-postachannya-svitla-dlya-ponad-17-7-tisyachi-rodin-dnipropetrovshchini
2023-07-31,1,Дніпропетровська,,,8500,,,https://www.dtek-dnem.com.ua/ua/news/energetiki-dtek-vidnovili-elektropostachannya-dlya-ponad-9-5-tisyach-rodin-dnipropetrovshchini
2023-07-31,31,Донецька,,,275356,,01.07-31.07,https://www.dtek-dem.com.ua/ua/news/za-lipen-dtek-donecki-elektromerezhi-vdalosya-vidnoviti-elektropostachannya-dlya-ponad-275-tisyach-rodin
2023-07-31,1,Запорізька,26022,,9,,,https://www.zoe.com.ua/news/%d1%81%d1%82%d0%b0%d0%bd-%d0%b5%d0%bd%d0%b5%d1%80%d0%b3%d0%be%d0%bf%d0%be%d1%81%d1%82%d0%b0%d1%87%d0%b0%d0%bd%d0%bd%d1%8f-%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b7%d1%8c%d0%ba%d0%be%d1%97-%d0%be-325/
2023-07-31,1,Херсонська,11400,,,,,https://www.facebook.com/minenergoUkraine/posts/pfbid028Ajuocz7RhumLwAfT97yGtL3ssojEjyZgxGLt2VN88HgcQdy74b2ZhcYHg7K17Rtl?__cft__[0]=AZW1IlcmwDWQAYC-mJtl-su5hTgqAJv2QFoy1ggPf6twDD-nCgoOcnHNR-uuCO4gRWIvhM6RaGxPKL_VEg9XwkRWkAZ-kOui6CMx-1SAK2JVyl6ppLrSlaNn_KAjHYmFN8rz1mZV0JAQRFa9WbtHOKXiy3JTF59udSgvRhZ9-me6J-slG9hxTmG3f-iZC_5q1oo&__tn__=%2CO%2CP-R
2023-08-01,1,Запорізька,30192,,464,,,https://www.zoe.com.ua/news/%d1%84%d0%b0%d1%85%d1%96%d0%b2%d1%86%d1%96-%d0%bf%d0%b0%d1%82-%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b6%d0%b6%d1%8f%d0%be%d0%b1%d0%bb%d0%b5%d0%bd%d0%b5%d1%80%d0%b3%d0%be-%d0%bf%d1%80/
2023-08-02,1,Запорізька,27034,,4271,,,https://www.zoe.com.ua/news/%d0%bf%d1%80%d0%be%d1%82%d1%8f%d0%b3%d0%be%d0%bc-%d0%bc%d0%b8%d0%bd%d1%83%d0%bb%d0%be%d1%97-%d0%b4%d0%be%d0%b1%d0%b8-%d0%bf%d0%b0%d1%82-%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b6%d0%b6%d1%8f-4/
2023-08-02,1,Херсонська,11400,,,,,https://www.facebook.com/minenergoUkraine/posts/pfbid029PwmxXS4tA17WZuzUMx4CPgMjoSTbGeqnUyfKK9QkpQobDMZJp2Kxko679rqAkW8l?__cft__[0]=AZWmvhjoqNXlT5hSyS9HS4zFlRPAOh1KWABjp0H1GvrWgPLjHwy0bPrHjbYgTxKd40BYnf2WLQVmPYL2vnpMY-uJKW6cQZnxNR6-tU5Rf-T6Y1YscT9pMgrSHnIzlyaTcwj1XK8mGXNzoDo-RDpp5JckTL29Ayk4f0wzGIk9YLYc9zBx6J-UA6C7D-e8_074lx0&__tn__=%2CO%2CP-R
2023-08-03,4,Донецька,,,23166,,31.07-03.08,https://www.dtek-dem.com.ua/ua/news/dlya-ponad-23-tisyach-rodin-vidnoviv-elektriku-dtek-donecki-elektromerezhi-za-4-dobi
2023-08-03,1,Запорізька,27423,,451,,,https://www.zoe.com.ua/news/%d1%81%d1%82%d0%b0%d0%bd-%d0%b5%d0%bd%d0%b5%d1%80%d0%b3%d0%be%d0%bf%d0%be%d1%81%d1%82%d0%b0%d1%87%d0%b0%d0%bd%d0%bd%d1%8f-%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b7%d1%8c%d0%ba%d0%be%d1%97-%d0%be-326/
2023-08-03,1,Херсонська,11400,,,,,https://www.facebook.com/minenergoUkraine/posts/pfbid0C52P1Y4CbfxNKxv11MMYpcfQ6VaRpP9YrCg5SC4JxEg32hKUE5gmWH36wSuUgjZhl?__cft__[0]=AZXtSu3Mc4jsjOonM3c1eGomVZ3i-2dCh8ewjOK_NjoRBTozQu4NeGvaRLoQDhFDdGeFekUCxozzhZbao4577q-yD_TN3jGj7C8MKkryW00_NCuEgWeZaff3vERtECv3B3p-p8F9ivFiPNPI5WOanAHJAamNNI1uGyOnJTvxG3u1jePHNxKhKuHajOkNwp-u0pE&__tn__=%2CO%2CP-R
2023-08-04,1,Донецька,,110,21720,,,https://www.dtek-dem.com.ua/ua/news/dlya-ponad-21-tisyachi-rodin-vidnoviv-elektriku-dtek-donecki-elektromerezhi-za-ostannyu-dobu
2023-08-04,1,Херсонська,11400,,,,,https://www.facebook.com/minenergoUkraine/posts/pfbid02kAQC4arnJHpAHFLs2We8uJULnFQJMcdvoTXuuYigqKGzZ74FTvqCHaCLXDbrHV1Dl?__cft__[0]=AZWa__sQmkbkk4yFII3RuhJklMeCNjjfkec68FkCz4LZrrbWJrau8qBj5A1-LzlfDIKYNfY3xE1JZQrWGGxcGfZ7v5WBlXh1A3GM2SJoMiLPzvRwcl9mRl3ODznzYHRI3tZaI-9yYvLmHhnDfGUL3l4_7xGovjZVUV14vGn14RgV8W7s2R18OGHYd_OxY7Ghqtg&__tn__=%2CO%2CP-R
2023-08-05,2,Дніпропетровська,,,2080,,04.08-05.08,https://www.dtek-dnem.com.ua/ua/news/za-dvi-dobi-energetiki-dtek-povernuli-svitlo-u-2-tisyachi-domivok-na-pivdni-dnipropetrovshchini
2023-08-05,1,Донецька,,110,1282,,,https://www.dtek-dem.com.ua/ua/news/za-dobu-energetiki-dtek-vidnovili-svitlo-u-ponad-1-2-tisyachi-osel-donechchini
2023-08-06,7,Дніпропетровська,,,13000,,31.07-06.08,https://www.dtek-dnem.com.ua/ua/news/energetiki-dtek-vidnovili-elektropostachannya-dlya-ponad-13-tisyach-rodin-dnipropetrovshchini
2023-08-06,7,Донецька,,,47542,,31.07-06.08,https://www.dtek-dem.com.ua/ua/news/za-tizhden-dtek-donecki-elektromerezhi-vdalosya-vidnoviti-svitlo-u-103-naselenih-punktah-donechchini-znestrumlenih-cherez-obstrili
2023-08-07,1,Дніпропетровська,,,1600,,,https://www.dtek-dnem.com.ua/ua/news/energetiki-dtek-vidnovili-elektropostachannya-dlya-ponad-13-tisyach-rodin-dnipropetrovshchini
2023-08-07,1,Запорізька,26247,,823,,,https://www.zoe.com.ua/news/%d0%b7%d0%b0-%d0%bc%d0%b8%d0%bd%d1%83%d0%bb%d1%83-%d0%b4%d0%be%d0%b1%d1%83-%d0%bf%d0%b0%d1%82-%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b6%d0%b6%d1%8f%d0%be%d0%b1%d0%bb%d0%b5%d0%bd%d0%b5%d1%80/
2023-08-08,2,Донецька,,,3042,,07.08-08.08,https://www.dtek-dem.com.ua/ua/news/za-dvi-dobi-dtek-donecki-elektromerezhi-vidnoviv-elektriku-dlya-3-tisyach-rodin-na-donechchini
2023-08-08,1,Запорізька,30756,,,,,https://www.zoe.com.ua/news/%d1%81%d1%82%d0%b0%d0%bd-%d0%b5%d0%bd%d0%b5%d1%80%d0%b3%d0%be%d0%bf%d0%be%d1%81%d1%82%d0%b0%d1%87%d0%b0%d0%bd%d0%bd%d1%8f-%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b7%d1%8c%d0%ba%d0%be%d1%97-%d0%be-327/
2023-08-09,1,Запорізька,26329,,4735,,,https://www.zoe.com.ua/news/09-%d1%81%d0%b5%d1%80%d0%bf%d0%bd%d1%8f-%d0%bf%d0%b0%d1%82-%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b6%d0%b6%d1%8f%d0%be%d0%b1%d0%bb%d0%b5%d0%bd%d0%b5%d1%80%d0%b3%d0%be-%d0%b2%d1%96%d0%b4/
2023-08-10,2,Донецька,,109,40531,,09.08-10.08,https://www.dtek-dem.com.ua/ua/news/novaya-novost-900
2023-08-11,1,Запорізька,26021,,4271,,,https://www.zoe.com.ua/news/%d0%b7%d0%b0-%d0%bc%d0%b8%d0%bd%d1%83%d0%bb%d1%83-%d0%b4%d0%be%d0%b1%d1%83-%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b7%d1%8c%d0%ba%d1%96-%d0%b5%d0%bd%d0%b5%d1%80%d0%b3%d0%b5%d1%82%d0%b8%d0%ba%d0%b8-2/
2023-08-12,2,Дніпропетровська,,,1951,,11.08-12.08,https://www.dtek-dnem.com.ua/ua/news/dtek-dniprovski-elektromerezhi-povernuv-svitlo-mayzhe-2-tisyacham-rodin-pislya-obstriliv
2023-08-12,2,Донецька,,111,5316,15,11.08-12.08,https://www.dtek-dem.com.ua/ua/news/za-dvi-dobi-dtek-donecki-elektromerezhi-vdalosya-vidnoviti-elektriku-dlya-ponad-5-tisyach-rodin
2023-08-12,1,Херсонська,11300,,,,,https://www.facebook.com/minenergoUkraine/posts/673225278168755?ref=embed_post
2023-08-13,7,Дніпропетровська,,,7269,,07.08-13.08,https://www.dtek-dnem.com.ua/ua/news/energetiki-dtek-vidnovili-elektropostachannya-dlya-ponad-7-tisyach-rodin-dnipropetrovshchini
2023-08-13,7,Донецька,,121,49123,40,07.08-13.08,https://www.dtek-dem.com.ua/ua/news/za-tizhden-dtek-donecki-elektromerezhi-vdalosya-povernuti-elektriku-u-40-naselenih-punktiv-znestrumlenih-cherez-obstrili
2023-08-14,1,Запорізька,25921,63,100,,,https://www.zoe.com.ua/news/%d1%81%d1%82%d0%b0%d0%bd-%d0%b5%d0%bd%d0%b5%d1%80%d0%b3%d0%be%d0%bf%d0%be%d1%81%d1%82%d0%b0%d1%87%d0%b0%d0%bd%d0%bd%d1%8f-%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b7%d1%8c%d0%ba%d0%be%d1%97-%d0%be-328/
2023-08-14,1,Херсонська,11300,,,,,https://www.facebook.com/minenergoUkraine/posts/pfbid0GoJF6dR8HfVaGSWbQgoy46sv9KiGBuE8GzzUS5eRq9VaydrgM4zc79uzWsZx2ezBl
2023-08-15,2,Донецька,,113,18458,25,14.08-15.08,https://www.dtek-dem.com.ua/ua/news/dtek-donecki-elektromerezhi-prodovzhuye-remontuvati-merezhi-pislya-obstriliv-svitlo-povernuli-shche-dlya-ponad-18-tisyach-rodin
2023-08-15,1,Запорізька,26558,65,,,,https://www.zoe.com.ua/news/%d1%81%d1%82%d0%b0%d0%bd-%d0%b5%d0%bd%d0%b5%d1%80%d0%b3%d0%be%d0%bf%d0%be%d1%81%d1%82%d0%b0%d1%87%d0%b0%d0%bd%d0%bd%d1%8f-%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b7%d1%8c%d0%ba%d0%be%d1%97-%d0%be-329/
2023-08-15,1,Одеська,,,1941,,,https://www.facebook.com/dtekoem/posts/pfbid0DrVbpteiA9HN7Ptv5shvCFuALuMiopj1BZegQ9LvKNQRB7r6BnCfFWHUSV5DBLiDl
2023-08-15,1,Херсонська,11300,,,,,https://www.facebook.com/minenergoUkraine/posts/pfbid029bnbAcAZhWn9tPseyzcYQc9uwMD9LQ8n3GDQB2nBgaoKmtYariUc8jygCjhBAEn4l
2023-08-16,1,Донецька,,143,2449,10,,https://www.dtek-dem.com.ua/ua/news/za-dobu-dtek-donecki-elektromerezhi-vdalosya-povernuti-elektriku-u-ponad-2-tisyachi-osel
2023-08-16,1,Запорізька,26008,65,1018,5,,https://www.zoe.com.ua/news/%d0%bf%d0%be%d0%bd%d0%b0%d0%b4-%d1%82%d0%b8%d1%81%d1%8f%d1%87%d0%b0-%d1%80%d0%be%d0%b4%d0%b8%d0%bd-%d0%b7%d0%bd%d0%b5%d1%81%d1%82%d1%80%d1%83%d0%bc%d0%bb%d0%b5%d0%bd%d0%b8%d1%85-%d1%87%d0%b5%d1%80/
2023-08-16,1,Херсонська,11000,,300,,,https://www.facebook.com/minenergoUkraine/posts/pfbid02pwWk6wqr8GNWBEdGAvRArqZRT1JoaGJAqHAFmPzGjLfFjCm2MmZRXskLyH7iy5rBl
2023-08-17,1,Донецька,,113,14909,36,,https://www.dtek-dem.com.ua/ua/news/zi-svitlom-shche-mayzhe-15-tisyach-rodin-dtek-donecki-elektromerezhi-prodovzhuye-remonti-pislya-obstriliv
2023-08-17,1,Запорізька,25939,64,87,2,,https://www.zoe.com.ua/news/%d0%bf%d1%80%d0%be%d1%82%d1%8f%d0%b3%d0%be%d0%bc-%d0%bc%d0%b8%d0%bd%d1%83%d0%bb%d0%be%d1%97-%d0%b4%d0%be%d0%b1%d0%b8-%d1%84%d0%b0%d1%85%d1%96%d0%b2%d1%86%d1%96-%d0%bf%d0%b0%d1%82-%d0%b7%d0%b0/
2023-08-17,1,Херсонська,11000,,,,,https://www.facebook.com/minenergoUkraine/posts/pfbid0oqdJdcDrTmtPzvRYwrHhXetRM3YBo1UjtQmkeKQ6tUzbp9hfxsvC9xQPbf5vHBUUl
2023-08-18,1,Донецька,,111,4918,11,,https://www.dtek-dem.com.ua/ua/news/dtek-donecki-elektromerezhi-povernuli-svitlo-v-oseli-5-tisyach-rodin
2023-08-18,1,Запорізька,25921,63,18,,,https://www.zoe.com.ua/news/%d1%81%d1%82%d0%b0%d0%bd-%d0%b5%d0%bd%d0%b5%d1%80%d0%b3%d0%be%d0%bf%d0%be%d1%81%d1%82%d0%b0%d1%87%d0%b0%d0%bd%d0%bd%d1%8f-%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b7%d1%8c%d0%ba%d0%be%d1%97-%d0%be-330/
2023-08-18,1,Херсонська,11000,,,,,https://www.facebook.com/minenergoUkraine/posts/pfbid022Sa3BJJXsyxudKGbDKE1ZfgDBuo8BsJhf92KAemdK8dehvxJXJSiR2MC1yubKsual
